0.08658869 3.8699462 1
-0.97904648 4.0656342 1
-0.61891273 5.6797878 1
0.9722181 5.5893511 1
-1.6480689 4.2483903 1
-1.3673705 3.3815251 1
0.25473084 4.4749277 1
-2.2386484 1.1733802 1
1.476034 3.6628176 1
0.12355848 5.0182983 1
-0.15544618 4.4130389 1
-3.4831173 5.5225396 1
-1.3284567 5.6242278 1
-2.7285451 6.7298411 1
-0.47738287 5.6501642 1
-2.9376779 4.3389679 1
-1.2469925 8.083259 1
0.72834141 1.9873404 1
-0.83986191 2.8974057 1
1.1392254 3.2352291 1
-0.26602307 4.3826448 1
-0.80715794 1.6789753 1
-3.6138159 3.3173563 1
-1.1850328 3.9233311 1
-3.0810415 6.3335103 1
0.67126193 5.4082934 1
-0.58356047 6.3717595 1
-1.3357058 4.5340425 1
0.45856766 4.265129 1
-2.1549858 6.500028 1
3.3851674 3.4006534 1
0.95136365 2.2230282 1
1.0016376 6.4526534 1
0.067164805 4.9861855 1
0.4507191 1.7644921 1
-1.3311642 4.5816916 1
-0.033265545 5.5464637 1
1.558296 4.3016458 1
-0.65835252 6.9463115 1
-0.78948205 2.3481218 1
-1.658604 5.2949454 1
-1.0445701 4.807681 1
1.2699089 3.0507732 1
-0.50277456 3.6599679 1
1.0893338 5.8072445 1
0.353883 3.0070785 1
-0.019464035 2.0327315 1
1.3345916 6.2757336 1
0.3365162 4.060749 1
3.5819943 3.3568721 1
3.104907 3.5956675 1
-0.057155641 5.7253006 1
0.56100511 4.4958464 1
1.2992558 6.5995346 1
-2.3609687 5.2638493 1
-1.2343834 7.0523077 1
1.2300724 7.0999557 1
-2.1750872 6.1462683 1
0.27400595 5.0726262 1
2.5526322 5.2340316 1
1.5667108 4.4212418 1
3.0173622 4.4574233 1
0.68897169 7.4711421 1
-3.1756531 6.0865417 1
-0.0052333456 4.2258385 1
-0.018107094 3.8222504 1
0.28105296 2.2487791 1
1.1842907 3.3064881 1
-0.60114474 2.4163445 1
1.2373912 6.9773478 1
0.073810976 3.4872889 1
-1.0660861 7.8903229 1
2.3530846 4.2877258 1
-1.1313534 3.8652087 1
3.1234441 1.5448688 1
